RICE_AREA ,WHEAT_AREA,KHARIF_SORGHUM AREA ,RABI_SORGHUM_AREA,SORGHUM_AREA,PEARL_MILLET_AREA,MAIZE_AREA,FINGER_MILLET AREA,BARLEY_AREA,CHICKPEA_AREA,PIGEONPEA_AREA,MINOR_PULSES_AREA,GROUNDNUT_AREA,SESAMUM_AREA,RAPESEED_AND_MUSTARD_AREA,SAFFLOWER_AREA,CASTOR_AREA,LINSEED_AREA,SUNFLOWER_AREA,SOYABEAN_AREA,OILSEEDS_AREA,SUGARCANE_AREA,COTTON_AREA,FRUITS_AREA,VEGETABLES_AREA,FRUITS_AND_VEGETABLES AREA,POTATOES_AREA,ONION_AREA,FODDER_AREA
626.66,1.64,1.55,0.5,2.05,0,34.77,6.94,0,1.51,2.39,29.43,0.02,2.67,6.36,0.01,0.01,1.49,0.03,0.02,10.51,1.03,0,2.64,12.58,15.21,0.76,0.17,0.01
621.89,1.6,2.7,0.5,2.7,0,35.7,0,0,1.5,2.3,45.3,0,2.44,5.9,0,0,2,0.03,0,24.23,1.02,0,2.66,14.37,17.02,0.28,0.14,0
627.73,1.33,2.18,0,2.18,0,40.16,6.74,0,1.57,2.22,46.66,0.01,2.81,5.03,0,0,1.13,0.07,0.03,22.57,0.54,0,0,0,0,0.23,0.29,0
637.8,1.25,2.23,0,2.23,0,41.04,6.77,0,1.57,2.13,45.53,0.02,2.74,5,0,0,1.08,0.05,0.03,21.95,0.45,0,2.46,15.23,17.7,0.2,0.29,0
642.79,0.97,0,0,2.19,0,42.38,6.45,0,1.71,2.18,43.38,0.03,2.02,4.85,0,0,1.02,0.01,0.01,20.29,0.52,0,2.4,16.17,18.56,0.21,0.31,0
646.7,0.81,0,0,2.2,0,43.1,6.39,0,1.65,2.17,44.79,0.03,2.84,4.92,0,0,0.96,0.05,0.03,21.21,0.61,0,0,0,0,0.22,0.31,0
644.56,0.84,0,0,1.67,0,41.36,6.6,0,1.51,1.99,42.83,0.06,3.2,4.03,0,0,0.87,0.04,0.01,19.05,0.34,0,0,0,0,0.21,0.28,0
656.26,0.67,0,0,1.67,0,41.5,6.52,0,0.76,1.8,40.96,0.07,3.01,3.72,0,0,0,0.04,0.01,0,0.9,0,2.43,18.08,20.52,0.21,0.32,0
660.36,1.24,0,0,1.49,0,41.94,6.3,0,1.39,1.64,40.68,0.06,2.7,2.82,0,0,0.4,0.08,0.02,0,0.72,0,0,0,0,0.19,0.2,0
717,6,0.6,0,0.6,0,1,1.5,0,4,8,116.4,11,7.3,0.2,0.04,0.1,21,0,0,39.95,0.9,0,2.74,8.86,11.6,0.01,0.6,0.66
726,9,0.5,0,0.5,0,1,1.5,0.1,5,8,196.24,11.4,8.7,0.2,0.05,0.1,51.2,0,0,71.61,1,0,2.95,9.29,12.24,0.01,0.63,0.71
731.5,9.5,0.6,0,0.6,0,1,1.7,0.1,5.5,6.9,205.13,11.5,9.2,0.3,0.03,0.1,61.6,0,0,82.73,1.2,0,2.79,9.42,12.21,0.01,0.62,0.69
735.2,7.6,0.6,0,0.6,0,1,1.7,0.1,4.3,6.9,191.08,10.5,9,0.2,0.01,0.1,51.5,0,0,71.31,1,0,2.84,10.32,13.16,0.01,0.68,0.73
743,7.9,0.5,0,0.5,0,1,1.8,0.1,5.4,6,238.2,10.1,8.6,0.2,0.03,0.1,60.1,0,0,79.1,1,0,2.78,9.89,12.67,0.03,0.65,0.62
753.2,7.9,0.5,0,0.5,0,0.9,1.8,0.1,5.2,5.5,253.5,9.6,7.8,0.3,0.01,0.1,60.6,0,0,78.4,1,0,2.93,9.77,12.7,0.02,0.67,0.51
762.1,11.4,0.5,0,0.5,0,0.9,1.8,0.1,4.3,4.7,261.5,8.3,6.4,0.3,0,0.1,63.3,0,0,78.4,0.9,0,2.76,10.07,12.83,0.03,0.63,0.53
771.8,13.3,0.4,0,0.4,0,0.9,2,0,4.1,4.6,274.6,7.8,7.2,0.3,0,0.1,69.5,0,0,85.1,0.5,0,2.83,9.85,12.67,0.04,0.63,0.46
770.1,13.5,0.4,0,0.4,0,0.9,2,0,3.1,4.4,116.6,7.9,8,0.4,0,0.1,32.7,0,0,49.1,0.8,0,2.74,9.05,11.8,0.06,0.55,0.42
774.7,27.4,0.5,0,0.5,0,1.1,2.1,0.1,4.1,4.6,251.3,8.1,8.5,0.4,0,0.1,71.5,0,0,88.7,1,0,2.86,9.2,12.06,0.09,0.56,0.32
775.2,21.2,0.5,0,0.5,0,1,2,0,3.4,3.8,224.9,7.5,6.5,0.3,0,0,59.9,0,0,74.3,0.8,0,2.77,8.55,11.31,0.09,0.51,0.31
782.5,27.6,0.6,0,0.6,0,1,2.3,0.1,4.1,3.7,246,6.9,6.2,0.3,0.1,0.1,72.7,0,0,86.2,0.8,0,2.7,8.72,11.42,0.09,0.52,0.29
792.7,20,0.6,0,0.6,0,0.9,2.1,0.1,3.7,3.6,252.4,7,5.7,0.2,0.1,0.1,73.4,0,0,86.7,0.6,0,2.79,9.19,11.98,0.14,0.46,0.25
795,14,0.6,0,0.6,0,0.9,1.9,0,4.6,3.4,178.8,5.5,6,0.2,0.1,0,41.6,0,0,50.4,0.7,0,2.81,8.83,11.64,0.12,0.49,0.28
812.4,16.7,0.6,0,0.6,0,0.8,2.1,0,3.9,3.4,245.4,5.1,6.2,0.3,0.1,0,51.8,0,0,56.9,0.4,0,2.68,8.96,11.63,0.16,0.5,0.25
799.6,17.1,0.6,0,0.6,0,0.8,2,0,4.3,3.4,268.8,5.2,6.7,0.3,0.1,0,47.1,0,0,63.3,0.4,0,2.63,9.53,12.17,0.2,0.56,0.24
798.9,16,0.6,0,0.6,0,0.8,2,0,5.1,3,255.2,6,6,0.2,0.2,0,44,0,0.2,61.5,0.4,0,2.47,9.63,12.1,0.3,0.45,0.22
802.5,16.7,0.5,0,0.5,0,0.8,1.9,0,4.8,3.3,254.2,5.9,6,0.3,0.3,0,44.7,0,1.5,68.4,0.6,0,2.61,9.82,12.43,0.23,0.53,0.33
804,16.4,0.6,0,0.6,0,0.9,1.9,0,5.3,2.9,259.5,4.8,8.2,0.3,0.2,0,42.2,0,1.5,61.3,0.3,0,2.67,10.17,12.84,0.29,0.42,0.26
821.7,17.6,0.5,0,0.5,0,0.9,1.8,0,6.7,2.8,276.9,5.9,8.1,0.3,0.2,0,44.1,0,1.4,63.1,0.3,0,2.86,10.42,13.28,0.26,0.46,0.25
818,18,0.5,0,0.5,0,1,1.8,0,9,3,224.7,6,8,0.3,0.2,0,38.9,0,0.7,47.7,0.2,0,2.87,10.61,13.48,0.28,0.45,0.16
822,17,0.5,0,0.5,0,1,1.7,0,14,2,218.9,6,6.9,0.4,0.2,0,34.1,0,0.5,52,0.3,0,3.07,11.22,14.29,0.32,0.49,0.21
827.9,19.5,0.5,0,0.5,0,0.9,2,0,14.1,3,159.8,6.8,6.8,0.7,0.2,0,27.1,0,0.7,37.7,0.3,0,2.95,11.22,14.18,0.31,0.46,0.22
836.1,16.4,0.5,0,0.5,0,0.9,1.8,0,15.4,2.9,169,6.6,8.6,0.6,0.2,0,27.4,0,0.6,38.8,0.3,0,2.99,11.44,14.42,0.24,0.53,0.2
847.3,17,0.6,0,0.6,0,0.7,0,0,17.1,2.7,199.1,8.6,8.5,0.81,0.2,0,21.3,0,0.33,40,0.25,0,2.75,12.33,15.08,0.24,0.55,0
854.1,15.1,0.5,0,0.5,0.02,1,0,0,16.6,2.5,191.3,9.4,7.9,0.9,0.2,0,18.9,0.35,0.4,38.2,0.26,0,3.09,12.71,15.8,0.25,0.56,0
858.6,16.7,0.5,0,0.5,0.01,1,0,0,19.3,4.7,186.4,9.6,7.5,2.39,0.5,0,21.5,0.34,0.76,42.7,0.29,0,2.99,13.05,16.04,0.33,0.57,0
876.1,18.9,0.5,0,0.5,0,0.9,0,0,20.3,4.6,201.3,9.7,7.3,2.37,0.4,0.1,21.1,0.42,0.87,42.4,0.27,0,3.05,14.42,17.47,0.35,0.65,0
